,Address,Price SAR,Size m²,Details,District
1120,  حي الندوة  ,60000,100,محل للايجار يصلح زينة سيارات للتواصل مع المالك 0555446903,حي النظيم - الرياض
1121,  شارع يحيى بن خالد البرمكي  ,16000,40,عدد ٥ محلات للايجار,حي المهدية - الرياض
1123,  شارع الإمام أحمد بن حنبل حي النسيم الغربي  ,40000,66,"حي النسيم الغربي - طريق أحمد بن حنبل

محل تجاري 
الطول ١١م 
العرض ٦م 

🌐 ربى المستقبل للعقارات و ادارة الاملاك 🌐 
للاستفسار : 

0509082246 
0505124223
0508210232 
0112411577",حي النسيم الغربي - الرياض
1127,  شارع اسطنبول حي الفيحاء  ,12000,40,"محل في عمارة على زاوية 
حي الفيحاء - شارع اسطنبول 

مساحة 40 متر 
يوجد دورة مياه في الداخل 

مكتب ربى المستقبل للعقارات و ادارة الاملاك 
لوحة ( 1 ) 
للاستفسار : 
ابو احمد / 0555124223 
عبد الكريم / 0509082246 
عبد العزيز / 0566647738 
محمد / 05051242...",حي الفيحاء - الرياض
1130,  طريق الخرج حي الدفاع  ,70000,250,معرض للايجار السنوي مساحه كبيره تصلح للمعارض الكبيره,حي الدار البيضاء - الرياض
1135,  طريق خريص حي الندوة  ,120000,126,"معارض للايجار على طريق خريص ميزانين مساحة المعرض الواحد تقريباً ١٢٦م٢ 

للتواصل 
0555106213
0552716655
0539495591
0552706655",حي الجنادرية - الرياض
1136,  شارع اسطنبول حي الفيحاء  ,12000,38,"محل للايجار 
حي الفيحاء - شارع اسطنبول 

🌐 ربى المستقبل للعقارات و ادارة الاملاك 🌐
للاستفسار : 
0509082246 
0505124223 
0112411577",حي الفيحاء - الرياض
1140,  شارع الشيخ حسن بن حسين بن علي حي الملك فيصل  ,30000,30,محل للايجار موقع ممتاز للمفاهمة 0536222759/0555736810,حي الخليج - الرياض
1141,  طريق الملك عبدالله بن عبدالعزيز حي الحمراء  ,390000,572,"@ 4tunerealty

للايجار صالات تجارية على طريق الملك عبدالله 
بحي الحمراء تقاطع طريق الملك عبدالله مع خالد بن الوليد 

الصالات
 عدد 4 فتحات مجهزه تكييف وحدات مركزية 
مساحة الأرضي 360م
والميزانين 212م",حي الحمراء - الرياض
1142,  شارع حائل حي ظهرة لبن  ,80000,80,"محلات للايجار شارع الشفا 

ميزانين

الايجار بالكامل بسعر خاص يتم تحديده لاحقاً

الايجار مفرد ب 80 الف لكل معرض",حي ظهرة لبن - الرياض
1146,    حي العقيق  ,120000,270,صالتين جنب بعض مساحة الصاله 270 م سعر الواحدة 120 الف,حي العقيق - الرياض
1147,  شارع رقم 3 حي الندوة  ,1111,200,"صاله ميزان   ومحلات للايجار. 
الموقع ممتاز كافة النشاطات فيه",حي الجنادرية - الرياض
1149,  شارع الطائف حي ظهرة لبن  ,15000,80,"محلات للايجار 3

كل محل ايجاره سنوي 15 الف قابل للتفاوض

موقع مميز مقابل بلدية عرقه
وخلف نادي الرياض

ا",حي ظهرة لبن - الرياض
1151,    حي العمل  ,60000,170,"@4tunerealty

*للبيع او ايجار معارض تجارية* 
بحي العمل
على طريق عمر المختار مع الفرزدق
مساحات متنوعة 
مواقع مختلفة 
- مشروع الريل بلازا مع شارع الفرزدق 
- مشروع الريل 
- مشروع الغرابي 
- مشروع الريل القرينة 

*المميزات* :
* تقع بمنطقة مركزية وحيوية ل...",حي العمل - الرياض
1152,  شارع الشيخ عبدالرحمن بن عبدالله بن محمد حي الزهرة  ,7000,28,"محل للايجار فتحه واحدة 4*٧ متر يوجد دورة مياه 
السعر ٧٠٠٠ ريال",حي الزهرة - الرياض
1153,   ,20000,80,"شمال الرياض حي العارض موقع مميز في حارة مكتظة باسكان 
محلات بن عكرش 
مكتب المغيري للعقارات شمال الرياض",حي العارض - الرياض
1154,  طريق السيل الكبير حي المهدية  ,150001,84,"للايجار تموينات في محطه
في حي المهديه مخرج ٣٥
مساحتها ٨٤ م 
شارع ٤٠ واجهتها جنوبيه 
الايجار ١٥٠الف ريال

التواصل على الواتس فقط",حي المهدية - الرياض
1155,  شارع الهفوف حي ظهرة لبن  ,17000,120,"محل للايجار مجهز بالكامل لمحل جوالات

على شارع ٤٠م تجاري 

شارع حايل

الايجار سنوي دفعتين قابل للتفاوض",حي ظهرة لبن - الرياض
1157,  شارع النبراس حي ظهرة لبن  ,12000,48,محلات مجهزه بواجهات ولوحات واسقف وارضيات بطول 4*12 متر لكل فتحة مقابل مدرسة ثانوية اولاد.ايجار الفتحة الواحدة 12000 ريال,حي ظهرة لبن - الرياض
1160,  شارع تبوك حي الازدهار  ,40000,37,محل,حي الازدهار - الرياض
1161,  شارع البركة حي الفلاح  ,150000,150,"للايجار مطعم جاهز 
حي الفلاح
شارع البركه 
عمارة تجارية 
عدد ٥ فتحات المساحه تقريبا ١٥٠م
مطعم شغال من أكثر من عشر سنين جاهز 
بس المطلوب الايجار وفي حالة الدفع كاش يتم تخفيض السعر 
الموقع ممتاز قريب من جامعة دار العلوم والمطار وشقق مفروشة الموقع استرات...",حي الفلاح - الرياض
1163,  طريق عمر بن عبد العزيز الفرعي حي الربوة  ,276000,460,"للايجار معارض تجارية
على طريق عمر بن عبدالعزيز
حي الربوة

معرض ٣٧٥ م دور أرضي فقط
معرض ٤٦٠ م دور أرضي وميزانين",حي الربوة - الرياض
1164,  طريق الإمام عبدالله بن سعود بن عبدالعزيز حي اشبيلية  ,250000,419,"المجمع عبارة عن عدد ٤ معارض مؤجر منها رقم ١ و٢ والمتبقي ٣و٤ 
مساحة لمعرض ٣ = ٢٠٩،٦م +ميزانين ١٠٤،٨م 
مساحة المعرض ٤ = ٢٠٩،٢ + ميزانين ١٠٤،٨م 
اجمالي مساحة المبنى = ١٢٠٠م 
يوجد مواقف سيارات 
السعر شامل المعرضين ٣و ٤
للاتصال ٠٥٠٤٨٨٣٣٩٩",حي اشبيلية - الرياض
1165,  شارع الإمام أحمد بن حنبل حي النسيم الغربي  ,40000,110,"محل للايجار 
حي النسيم الغربي - شارع احمد بن حنبل 

المساحة : 110 متر 
3 فتحات و نصف 
زاوية شارعين فرعي و عام 
السعر : 40,000 ر.س 

🌐 مكتب ربى المستقبل للعقارات و إدارة الأملاك 🌐
للاستفسار لوحة رقم (90) 
0509082246 
0508080959 
0505124223 
01124115...",حي النسيم الغربي - الرياض
1166,  شارع الفرزدق حي العمل  ,160000,165,"@4tunerealty

*للبيع او ايجار معارض تجارية* 
بحي العمل
على طريق عمر المختار مع الفرزدق
مساحات متنوعة 
مواقع مختلفة 
- مشروع الريل بلازا مع شارع الفرزدق 
- مشروع الريل 
- مشروع الغرابي 
- مشروع الريل القرينة 

*المميزات* :
* تقع بمنطقة مركزية وحيوية ل...",حي العمل - الرياض
1167,  حي العليا  ,300000,160,"معرض عبارة عن فتحتين على شارع التخصصي 
المساحة ١٦٠ م 
الاطوال ٨م على الواجهة وعمق ٢٠م 
للاتصال ٠٥٠٤٨٨٣٣٩٩ / ٠١١٤٨٨٣٣٩٩",حي العليا - الرياض
1168,  شارع عمر المختار حي العمل  ,90000,192,"@4tunerealty

*للبيع او ايجار معارض تجارية* 
بحي العمل
على طريق عمر المختار مع الفرزدق
مساحات متنوعة 
مواقع مختلفة 
- مشروع الريل بلازا مع شارع الفرزدق 
- مشروع الريل 
- مشروع الغرابي 
- مشروع الريل القرينة 

*المميزات* :
* تقع بمنطقة مركزية وحيوية ل...",حي العمل - الرياض
1169,  شارع الإمام الشافعي حي السلام  ,75000,130,"معارض للايجار على شارع الامام الشافعي ميزانين 
المساحه من 123م الى 137م مع الميزان 
تختلف من معرض لآخر
يتوفر اكثر من معرض حاليا 
موقع متميز 
 

اوقات العمل من 10 صباحا الى 12 ظهراً ومن 4 عصراً الى 8 مساءاً

للتواصل 
0552716655
0552706655
0539495591",حي الروابي - الرياض
1174,  طريق الامام علي بن ابي طالب الفرعي حي الفيصلية  ,500000,500,"@4tunerealty

*للايجار معارض ومكاتب + ورش* 
بحي الفيصلية 
على طريق علي بن ابي طالب 
عبارة عن معارض و مكاتب وورش 

عدد المعارض 10 بمساحة 500 م 
( 5 في عمق 10 ) مفتوح على بعض

عدد المكاتب 10 بمساحة 500 م 
( 5 في عمق 10 ) مفتوح على بعض

عدد الورش 2 بمسا...",حي الفيصلية - الرياض
1175,  شارع الوليد بن عبدالملك حي طويق  ,35000,400,يوجد ٤ محلات  على شارع الكهرباء  السعر  ٣٥ الف ريال الله المستعان,حي طويق - الرياض
